OriginalID,SourceLevel,TargetLevel,SourceText,TargetText
327,ADV,ELE,Eventually he was arrested for serious drug-related offences and was sent to prison for 12 years.,Eventually he was arrested for serious drug crimes and was sent to prison for 12 years.
327,ELE,ADV,Eventually he was arrested for serious drug crimes and was sent to prison for 12 years.,Eventually he was arrested for serious drug-related offences and was sent to prison for 12 years.
5008,ELE,INT,"Inside the boat, they found a very thin man with long hair and a beard, who said he drifted for 16 months after leaving Mexico, more than 12,500km away.","Inside the boat, they found an emaciated man with long hair and a beard, who said he had been drifting for 16 months after setting out from Mexico, more than 12,500km away."
5008,INT,ELE,"Inside the boat, they found an emaciated man with long hair and a beard, who said he had been drifting for 16 months after setting out from Mexico, more than 12,500km away.","Inside the boat, they found a very thin man with long hair and a beard, who said he drifted for 16 months after leaving Mexico, more than 12,500km away."
2586,ADV,INT,"Radical and often ill-advised changes in lifestyle have become the calling cards of the midlife crisis but, if it is more than a myth, then humans may not be the only animals to experience it.","Radical and often ill-advised changes in lifestyle are typical for the midlife crisis but, if it is more than a myth, then humans may not be the only animals to experience it."
2586,INT,ADV,"Radical and often ill-advised changes in lifestyle are typical for the midlife crisis but, if it is more than a myth, then humans may not be the only animals to experience it.","Radical and often ill-advised changes in lifestyle have become the calling cards of the midlife crisis but, if it is more than a myth, then humans may not be the only animals to experience it."
5180,ELE,INT,"The data comes from 150,000 families who took part in the survey between 1974 and 2000, combined with information from 2000 to 2014.","The data is from 150,000 households who took part in the survey between 1974 and 2000, combined with information from 2000 to 2014."
5180,INT,ELE,"The data is from 150,000 households who took part in the survey between 1974 and 2000, combined with information from 2000 to 2014.","The data comes from 150,000 families who took part in the survey between 1974 and 2000, combined with information from 2000 to 2014."
4083,ADV,INT,"It brings stronger relationships with those you love, a stronger economy with more opportunities and a stronger society that re ects all of our values, wrote Zuckerberg in the post announcing the numbers.","It brings stronger relationships with those you love, a stronger economy with more opportunities and a stronger society, wrote Zuckerberg."
4083,INT,ADV,"It brings stronger relationships with those you love, a stronger economy with more opportunities and a stronger society, wrote Zuckerberg.","It brings stronger relationships with those you love, a stronger economy with more opportunities and a stronger society that re ects all of our values, wrote Zuckerberg in the post announcing the numbers."
4039,ADV,INT,"Statistics suggest that vaping among smokers and recent ex-smokers, who comprise the vast majority of vapers, may already be on the decline.","Statistics suggest that vaping among smokers and recent ex-smokers, who are the vast majority of vapers, may already be declining."
4039,INT,ADV,"Statistics suggest that vaping among smokers and recent ex-smokers, who are the vast majority of vapers, may already be declining.","Statistics suggest that vaping among smokers and recent ex-smokers, who comprise the vast majority of vapers, may already be on the decline."
5239,ELE,INT,"Blue light scatters more than other colours, so the blue looks like it comes from the sky.","Blue light scatters more than the lowerenergy colours, so the blue looks like it comes from the sky."
5239,INT,ELE,"Blue light scatters more than the lowerenergy colours, so the blue looks like it comes from the sky.","Blue light scatters more than other colours, so the blue looks like it comes from the sky."
3774,ADV,INT,"Delacourt has become one of Frances best-loved authors; his previous novel, My List of Desires, was translated into 47 languages and is now being adapted into a  lm.","Delacourt is one of Frances best-loved authors; his previous novel, My List of Desires, was translated into 47 languages and is now being adapted into a  lm."
3774,INT,ADV,"Delacourt is one of Frances best-loved authors; his previous novel, My List of Desires, was translated into 47 languages and is now being adapted into a  lm.","Delacourt has become one of Frances best-loved authors; his previous novel, My List of Desires, was translated into 47 languages and is now being adapted into a  lm."
349,ADV,ELE,"Search Google Images and one of the first hits is a picture of a large, naked man wearing them in the shower.","If you search Google Images for Google Glasses, one of the first pictures is of a large, naked man wearing them in the shower."
